date,category,region,product,value,value_b,units,cost,revenue,profit
2025-08-25,D,AMER,P04,13.0,15.7,13,18.55,23.65,5.1
2025-08-25,B,APAC,P05,42.3,24.11,13,21.94,52.32,30.38
2025-08-25,A,APAC,P02,38.33,27.36,9,33.33,44.65,11.32
2025-08-25,B,APAC,P10,38.11,8.29,12,21.65,44.99,23.34
2025-08-25,C,EMEA,P01,68.23,18.2,15,47.77,100.0,52.23
2025-08-25,D,EMEA,P07,26.08,24.37,16,21.9,43.22,21.32
2025-08-25,A,APAC,P08,28.33,7.25,11,24.54,46.73,22.19
2025-08-26,B,APAC,P07,29.25,20.69,12,23.45,35.23,11.78
2025-08-26,B,APAC,P10,48.18,13.82,14,44.08,62.36,18.28
2025-08-26,C,AMER,P03,24.66,7.87,9,20.55,41.02,20.47
2025-08-26,A,APAC,P08,11.66,13.12,7,10.79,14.2,3.41
2025-08-26,D,EMEA,P07,56.6,22.83,11,32.71,59.49,26.78
2025-08-26,C,AMER,P07,25.54,18.34,8,12.89,30.29,17.4
2025-08-26,B,EMEA,P06,60.13,14.08,8,26.71,71.64,44.93
2025-08-26,D,APAC,P10,31.09,9.98,6,22.12,40.74,18.62
2025-08-26,C,APAC,P02,24.87,11.89,9,20.83,27.56,6.73
2025-08-26,B,APAC,P09,39.95,12.5,13,23.1,44.76,21.66
2025-08-26,B,EMEA,P07,72.16,13.53,13,50.22,80.34,30.12
2025-08-26,D,AMER,P07,33.85,18.44,11,21.11,44.53,23.42
2025-08-26,E,AMER,P05,20.08,23.73,8,12.36,24.66,12.3
2025-08-26,C,APAC,P04,50.3,17.33,11,34.52,60.63,26.11
2025-08-26,C,EMEA,P09,22.06,12.85,13,21.73,34.25,12.52
2025-08-26,B,APAC,P08,40.57,18.84,10,31.88,56.46,24.58
2025-08-26,B,APAC,P05,31.76,32.12,9,24.45,40.61,16.16
2025-08-27,E,APAC,P06,33.93,16.75,15,39.79,68.96,29.17
2025-08-27,B,APAC,P08,35.27,13.17,9,28.49,51.66,23.17
2025-08-27,D,APAC,P07,37.1,9.76,16,37.61,50.37,12.76
2025-08-27,D,EMEA,P09,17.61,15.39,19,25.59,53.09,27.5
2025-08-27,B,EMEA,P09,18.02,6.28,8,13.47,27.18,13.71
2025-08-27,C,EMEA,P02,59.47,9.3,15,29.48,55.09,25.61
2025-08-27,A,EMEA,P04,35.0,15.63,11,34.73,43.24,8.51
2025-08-27,C,AMER,P04,33.03,28.19,10,23.27,43.26,19.99
2025-08-27,B,EMEA,P04,32.78,23.85,8,22.89,45.2,22.31
2025-08-27,A,AMER,P09,51.31,19.12,9,44.27,60.3,16.03
2025-08-27,E,EMEA,P06,13.83,2.95,8,12.61,27.23,14.62
2025-08-27,E,EMEA,P09,44.41,15.74,9,26.3,54.99,28.69
2025-08-27,D,AMER,P08,57.94,26.13,14,33.53,71.28,37.75
2025-08-27,A,APAC,P10,30.8,10.69,8,25.85,44.84,18.99
2025-08-27,A,APAC,P06,15.41,27.68,15,14.12,30.78,16.66
2025-08-27,E,APAC,P07,50.24,13.3,7,36.21,55.74,19.53
2025-08-28,E,APAC,P04,51.75,19.26,7,26.95,65.46,38.51
2025-08-28,B,AMER,P10,37.31,53.44,10,29.41,70.5,41.09
2025-08-28,E,EMEA,P02,31.99,12.68,7,23.48,38.83,15.35
2025-08-28,E,,P02,41.71,19.17,10,23.77,60.91,37.14
2025-08-28,A,APAC,P08,41.92,11.26,15,32.38,55.19,22.81
2025-08-28,C,APAC,P02,13.81,22.82,8,17.9,24.15,6.25
2025-08-28,A,APAC,P06,73.5,10.02,17,67.27,98.59,31.32
2025-08-28,C,AMER,P02,56.54,13.09,9,46.32,81.76,35.44
2025-08-28,C,EMEA,P09,45.62,27.39,8,32.23,54.7,22.47
2025-08-28,E,AMER,P02,38.72,13.67,18,28.56,55.83,27.27
2025-08-28,E,EMEA,P07,88.03,30.09,19,54.91,94.54,39.63
2025-08-28,B,EMEA,P05,65.84,10.58,13,50.35,83.6,33.25
2025-08-28,C,APAC,P06,36.87,13.91,9,33.44,60.48,27.04
2025-08-28,D,EMEA,P04,91.12,3.48,13,75.5,112.19,36.69
2025-08-28,E,AMER,P10,18.91,6.74,7,17.73,29.34,11.61
2025-08-28,C,AMER,P05,22.81,23.49,13,26.82,44.39,17.57
2025-08-28,E,EMEA,P02,39.71,4.8,10,27.1,55.18,28.08
2025-08-28,A,EMEA,P08,42.65,28.93,9,34.03,60.83,26.8
2025-08-28,A,,P02,48.61,6.06,14,39.56,61.33,21.77
2025-08-28,A,AMER,P09,20.93,20.15,5,14.81,30.83,16.02
2025-08-29,B,EMEA,P08,21.58,7.27,15,16.83,29.36,12.53
2025-08-29,D,APAC,P05,26.01,7.8,14,34.38,53.98,19.6
2025-08-29,B,APAC,P04,16.62,42.48,16,26.67,38.66,11.99
2025-08-29,B,APAC,P01,26.58,32.32,5,20.42,26.66,6.24
2025-08-29,A,AMER,P03,47.83,5.66,15,34.43,62.89,28.46
2025-08-29,C,EMEA,P03,62.28,15.41,6,35.62,74.05,38.43
2025-08-29,E,EMEA,P10,80.05,17.46,6,55.63,84.9,29.27
2025-08-29,C,EMEA,P09,36.37,12.89,4,22.76,43.38,20.62
2025-08-29,B,AMER,P01,18.91,25.68,13,20.68,45.19,24.51
2025-08-29,C,EMEA,P06,50.63,18.92,8,38.0,66.12,28.12
2025-08-29,C,APAC,P08,20.67,5.17,14,18.73,32.59,13.86
2025-08-29,C,EMEA,P10,22.73,10.35,17,37.0,65.39,28.39
2025-08-29,C,EMEA,P01,38.3,11.22,9,22.65,43.72,21.07
2025-08-30,D,AMER,P07,51.12,5.05,10,24.99,64.99,40.0
2025-08-30,C,EMEA,P05,17.44,9.87,12,13.9,29.62,15.72
2025-08-30,A,EMEA,P05,33.29,13.6,13,25.08,45.32,20.24
2025-08-30,A,EMEA,P05,44.47,17.92,12,39.99,49.12,9.13
2025-08-30,D,AMER,P10,25.86,27.55,14,22.42,28.32,5.9
2025-08-30,D,EMEA,P01,23.54,23.77,8,17.64,42.14,24.5
2025-08-30,B,APAC,P04,26.19,7.57,16,33.62,45.8,12.18
2025-08-30,D,APAC,P10,35.05,4.25,10,27.29,43.12,15.83
2025-08-30,E,EMEA,P07,23.57,27.57,9,19.0,36.54,17.54
2025-08-30,D,EMEA,P02,17.81,4.07,11,12.32,23.43,11.11
2025-08-30,A,EMEA,P06,29.0,33.2,12,18.15,37.79,19.64
2025-08-30,D,AMER,P09,23.7,22.22,19,16.12,30.8,14.68
2025-08-30,E,EMEA,P02,30.54,42.17,12,20.25,46.14,25.89
2025-08-31,A,AMER,P03,22.28,11.61,13,19.72,30.56,10.84
2025-08-31,C,APAC,P05,101.63,16.58,22,58.42,139.35,80.93
2025-08-31,B,APAC,P06,63.39,28.09,10,28.77,74.06,45.29
2025-08-31,A,APAC,P04,67.42,18.35,13,48.34,74.19,25.85
2025-08-31,C,EMEA,P10,18.43,9.79,17,21.94,41.53,19.59
2025-08-31,A,APAC,P09,30.51,23.22,15,27.93,52.02,24.09
2025-08-31,B,APAC,P08,31.81,8.09,11,30.7,57.74,27.04
2025-08-31,C,APAC,P04,36.04,9.71,18,36.94,62.22,25.28
2025-08-31,B,APAC,P09,17.21,25.11,11,20.43,30.04,9.61
2025-08-31,E,APAC,P08,20.94,7.09,11,17.2,36.53,19.33
2025-08-31,C,APAC,P04,60.73,10.46,16,37.84,107.82,69.98
2025-08-31,C,APAC,P05,58.3,11.61,16,41.62,73.13,31.51
2025-09-01,D,APAC,P09,56.42,29.78,10,29.57,62.61,33.04
2025-09-01,A,,P03,36.92,12.58,8,23.01,63.23,40.22
2025-09-01,E,EMEA,P01,57.11,8.74,11,34.4,70.87,36.47
2025-09-01,E,AMER,P07,23.56,15.85,15,32.85,62.51,29.66
2025-09-01,D,,P07,49.79,14.2,12,33.59,69.58,35.99
2025-09-01,E,APAC,P10,24.84,17.0,15,26.94,52.53,25.59
2025-09-01,D,EMEA,P09,48.54,18.66,12,38.87,53.5,14.63
2025-09-01,C,APAC,P09,69.08,10.2,13,48.1,81.26,33.16
2025-09-01,A,APAC,P06,33.81,40.08,11,27.01,65.53,38.52
2025-09-01,A,EMEA,P07,23.55,,9,25.49,35.86,10.37
2025-09-01,A,APAC,P03,15.7,20.85,18,14.86,26.46,11.6
2025-09-01,E,APAC,P08,33.74,30.07,14,38.11,63.23,25.12
2025-09-01,E,AMER,P02,57.58,21.08,17,60.74,99.88,39.14
2025-09-01,B,APAC,P03,72.79,15.05,5,39.77,76.15,36.38
2025-09-01,E,APAC,P10,32.85,20.94,8,19.88,40.56,20.68
2025-09-01,E,APAC,P01,28.28,23.27,7,23.43,37.27,13.84
2025-09-01,B,APAC,P02,41.34,16.39,10,22.27,59.33,37.06
2025-09-01,E,APAC,P10,54.81,,11,29.24,82.62,53.38
2025-09-01,D,EMEA,P04,72.29,7.27,12,34.78,101.52,66.74
2025-09-01,E,APAC,P09,26.51,49.63,14,22.24,51.23,28.99
2025-09-01,A,APAC,P02,73.95,9.05,14,66.18,109.19,43.01
2025-09-02,C,APAC,P05,22.84,15.77,11,21.19,36.78,15.59
2025-09-02,E,APAC,P07,80.92,15.1,7,36.61,113.68,77.07
2025-09-02,E,EMEA,P05,39.11,5.4,12,24.98,39.86,14.88
2025-09-02,D,AMER,P01,17.72,7.65,6,11.37,20.93,9.56
2025-09-02,A,APAC,P09,23.47,14.94,11,20.29,30.19,9.9
2025-09-02,B,EMEA,P03,100.88,8.25,15,78.47,148.55,70.08
2025-09-02,B,APAC,P02,13.65,5.14,14,18.76,47.85,29.09
2025-09-02,D,APAC,P10,42.22,15.67,11,31.54,47.05,15.51
2025-09-02,A,EMEA,P09,16.31,46.84,13,16.28,29.76,13.48
2025-09-02,D,APAC,P07,26.42,32.79,5,20.51,31.08,10.57
2025-09-02,A,EMEA,P03,76.18,15.51,17,56.8,113.56,56.76
2025-09-02,B,EMEA,P03,13.94,24.39,12,15.14,24.87,9.73
2025-09-02,A,APAC,P08,26.31,15.86,4,20.75,34.34,13.59
2025-09-02,A,APAC,P01,49.67,14.01,15,28.27,67.41,39.14
2025-09-02,D,APAC,P07,25.04,14.71,9,19.48,42.54,23.06
2025-09-03,D,EMEA,P01,44.26,21.89,13,33.33,55.61,22.28
2025-09-03,D,APAC,P08,22.97,5.65,8,18.65,27.76,9.11
2025-09-03,A,APAC,P04,38.32,13.83,15,29.21,61.35,32.14
2025-09-03,B,APAC,P08,35.59,5.16,14,29.58,45.83,16.25
2025-09-03,A,EMEA,P07,65.93,3.71,17,45.31,78.35,33.04
2025-09-03,B,APAC,P09,51.57,20.92,13,39.73,63.46,23.73
2025-09-03,B,EMEA,P03,12.75,23.54,8,9.68,17.54,7.86
2025-09-03,C,AMER,P10,27.35,18.47,18,31.43,43.99,12.56
2025-09-03,A,APAC,P08,47.28,10.28,15,29.64,69.58,39.94
2025-09-03,D,AMER,P08,28.28,32.12,12,27.03,38.15,11.12
2025-09-03,B,APAC,P01,23.96,18.4,8,16.12,33.37,17.25
2025-09-03,D,AMER,P07,18.64,4.48,16,25.22,34.83,9.61
2025-09-03,A,APAC,P08,28.34,25.97,6,19.74,29.69,9.95
2025-09-03,B,APAC,P10,31.32,18.06,15,22.03,60.29,38.26
2025-09-03,D,APAC,P10,22.35,21.84,19,21.75,48.13,26.38
2025-09-03,A,EMEA,P01,51.78,17.58,8,39.32,54.15,14.83
2025-09-03,A,EMEA,P04,14.29,10.82,13,14.62,25.94,11.32
2025-09-04,E,EMEA,P01,14.23,12.64,14,9.25,27.26,18.01
2025-09-04,D,EMEA,P03,41.72,27.63,10,30.59,43.67,13.08
2025-09-04,B,AMER,P02,96.15,18.21,12,66.46,122.24,55.78
2025-09-04,E,APAC,P10,17.86,7.43,13,21.51,53.83,32.32
2025-09-04,A,EMEA,P06,35.36,3.4,16,21.12,56.73,35.61
2025-09-04,A,AMER,P07,24.49,7.93,14,19.35,43.8,24.45
2025-09-04,A,APAC,P05,27.78,7.2,10,21.32,31.91,10.59
2025-09-04,D,EMEA,P06,23.71,20.88,18,23.09,39.69,16.6
2025-09-04,B,EMEA,P09,75.62,12.72,11,53.45,82.22,28.77
2025-09-04,A,APAC,P04,70.99,21.45,7,37.32,88.05,50.73
2025-09-04,A,AMER,P10,90.34,16.18,6,68.49,129.01,60.52
2025-09-04,B,AMER,P09,52.98,28.96,13,27.33,79.63,52.3
2025-09-04,D,AMER,P07,22.0,6.96,9,18.47,25.41,6.94
2025-09-04,D,APAC,P09,34.17,10.82,6,22.6,53.93,31.33
2025-09-04,E,EMEA,P09,22.92,19.43,15,20.3,51.71,31.41
2025-09-04,E,AMER,P04,16.44,,13,12.92,23.76,10.84
2025-09-04,B,APAC,P06,15.08,8.7,8,14.57,17.81,3.24
2025-09-04,D,EMEA,P09,58.04,,9,32.53,62.74,30.21
2025-09-05,C,AMER,P06,30.97,11.67,11,22.44,63.7,41.26
2025-09-05,C,APAC,P04,32.42,22.38,14,25.53,56.27,30.74
2025-09-05,B,EMEA,P05,19.84,27.35,6,16.8,34.31,17.51
2025-09-05,B,APAC,P02,41.08,11.28,7,18.7,48.51,29.81
2025-09-05,A,APAC,P05,46.87,14.82,12,29.11,56.37,27.26
2025-09-05,B,EMEA,P06,22.93,12.93,15,21.64,39.52,17.88
2025-09-05,D,EMEA,P04,34.66,35.17,13,31.27,43.42,12.15
2025-09-05,A,APAC,P10,37.93,2.13,14,25.89,65.14,39.25
2025-09-05,D,APAC,P02,19.87,22.56,13,12.53,22.71,10.18
2025-09-05,E,AMER,P09,9.39,4.17,15,20.1,33.3,13.2
2025-09-06,D,AMER,P02,52.03,17.88,15,31.3,76.85,45.55
2025-09-06,C,APAC,P10,8.23,21.79,17,10.95,28.31,17.36
2025-09-06,A,APAC,P10,77.71,8.37,15,35.23,103.13,67.9
2025-09-06,D,EMEA,P07,18.35,12.33,8,15.43,31.56,16.13
2025-09-06,A,EMEA,P07,44.13,7.66,7,26.64,47.1,20.46
2025-09-06,D,APAC,P02,43.27,27.37,11,25.25,65.98,40.73
2025-09-06,C,EMEA,P03,46.21,12.57,8,31.15,68.16,37.01
2025-09-06,B,EMEA,P09,40.04,48.66,17,42.24,57.73,15.49
2025-09-06,A,EMEA,P03,39.41,15.65,13,25.82,64.05,38.23
2025-09-06,A,AMER,P07,26.62,22.27,13,25.39,49.29,23.9
2025-09-06,B,APAC,P01,73.15,11.8,11,53.99,102.25,48.26
2025-09-06,B,EMEA,P04,28.77,3.98,15,25.63,71.62,45.99
2025-09-06,A,APAC,P04,57.76,30.79,8,32.15,69.41,37.26
2025-09-06,C,APAC,P02,65.17,12.13,12,46.66,77.73,31.07
2025-09-06,B,EMEA,P10,57.05,16.5,10,51.75,86.78,35.03
2025-09-07,B,APAC,P06,39.83,,13,31.25,39.62,8.37
2025-09-07,D,APAC,P01,20.21,10.89,13,23.08,50.29,27.21
2025-09-07,A,APAC,P02,30.36,42.62,12,25.71,40.51,14.8
2025-09-07,B,EMEA,P06,34.2,15.21,8,27.98,36.08,8.1
2025-09-07,A,AMER,P05,32.25,12.0,11,34.81,64.01,29.2
2025-09-07,B,AMER,P07,25.36,5.29,7,23.01,39.65,16.64
2025-09-07,D,APAC,P02,20.96,11.06,9,13.13,32.08,18.95
2025-09-07,C,AMER,P08,50.96,5.6,23,37.69,95.39,57.7
2025-09-07,D,AMER,P01,21.39,26.03,6,13.47,35.56,22.09
2025-09-07,B,EMEA,P07,29.56,6.5,9,19.29,33.84,14.55
2025-09-07,E,APAC,P07,56.18,26.28,5,33.44,78.23,44.79
2025-09-07,B,EMEA,P09,23.81,36.4,10,24.25,47.78,23.53
2025-09-07,C,EMEA,P07,25.56,24.72,11,15.37,47.09,31.72
2025-09-07,C,AMER,P06,23.49,6.74,16,38.2,46.51,8.31
2025-09-07,D,APAC,P09,19.13,12.06,7,11.35,19.57,8.22
2025-09-08,C,AMER,P09,41.16,24.81,13,25.44,66.99,41.55
2025-09-08,E,APAC,P08,39.06,15.62,9,21.92,51.96,30.04
2025-09-08,C,APAC,P05,34.01,20.59,16,29.74,59.86,30.12
2025-09-08,D,EMEA,P05,54.61,13.15,11,30.11,72.31,42.2
2025-09-08,C,APAC,P07,26.56,18.42,12,16.1,35.82,19.72
2025-09-08,B,APAC,P05,18.0,25.33,16,18.85,43.88,25.03
2025-09-08,E,AMER,P01,24.47,17.21,8,15.1,41.53,26.43
2025-09-08,C,AMER,P02,42.46,22.91,18,45.78,84.19,38.41
2025-09-08,A,APAC,P08,16.99,7.57,15,28.47,47.19,18.72
2025-09-08,C,EMEA,P04,17.64,16.92,13,20.75,26.47,5.72
2025-09-08,A,EMEA,P10,47.85,21.96,17,44.28,76.86,32.58
2025-09-08,A,APAC,P09,17.45,22.8,15,13.14,30.06,16.92
2025-09-08,B,APAC,P04,31.61,27.35,11,19.6,46.35,26.75
2025-09-09,B,APAC,P01,36.29,8.2,5,25.09,35.36,10.27
2025-09-09,C,AMER,P03,26.29,30.17,19,35.14,49.57,14.43
2025-09-09,D,EMEA,P07,69.74,13.52,17,61.5,107.01,45.51
2025-09-09,E,,P09,20.66,23.01,11,19.55,34.19,14.64
2025-09-09,E,APAC,P04,78.11,15.51,16,46.05,114.65,68.6
2025-09-09,D,EMEA,P10,26.82,24.38,11,18.41,36.39,17.98
2025-09-09,E,APAC,P05,28.39,19.01,11,17.18,52.88,35.7
2025-09-09,C,EMEA,P02,34.47,26.64,13,26.1,50.76,24.66
2025-09-09,D,APAC,P04,19.33,31.58,9,17.01,33.78,16.77
2025-09-09,D,APAC,P08,37.98,30.0,8,28.94,46.85,17.91
2025-09-09,B,EMEA,P05,19.25,3.75,17,27.39,46.84,19.45
2025-09-09,D,EMEA,P06,32.32,18.71,10,31.15,54.15,23.0
2025-09-09,A,APAC,P05,16.04,10.3,15,13.91,34.67,20.76
2025-09-09,D,AMER,P01,28.8,16.46,14,25.21,43.74,18.53
2025-09-09,A,EMEA,P06,24.32,22.47,7,17.02,35.0,17.98
2025-09-09,C,EMEA,P06,29.84,12.02,11,33.77,42.32,8.55
2025-09-09,D,APAC,P05,40.69,6.33,11,25.08,52.7,27.62
2025-09-10,D,APAC,P07,73.23,22.77,11,63.61,98.49,34.88
2025-09-10,B,APAC,P03,28.26,16.05,10,21.61,38.09,16.48
2025-09-10,B,EMEA,P08,11.45,27.24,8,10.43,24.19,13.76
2025-09-10,D,EMEA,P10,61.84,27.45,16,44.27,85.54,41.27
2025-09-10,C,EMEA,P05,26.46,9.69,13,30.28,50.8,20.52
2025-09-10,B,APAC,P06,62.06,8.54,11,37.87,83.91,46.04
2025-09-10,C,APAC,P05,46.76,15.22,14,32.04,51.17,19.13
2025-09-10,C,EMEA,P03,25.33,18.68,15,31.7,40.65,8.95
2025-09-10,A,AMER,P07,7.79,6.83,8,10.93,15.57,4.64
2025-09-10,B,EMEA,P08,15.29,10.96,12,12.13,24.6,12.47
2025-09-10,A,EMEA,P09,7.43,12.45,11,17.97,21.79,3.82
2025-09-10,B,APAC,P01,48.51,31.38,11,42.65,75.53,32.88
2025-09-10,A,APAC,P05,110.27,7.59,17,78.1,144.96,66.86
2025-09-10,A,APAC,P06,20.78,6.03,9,17.92,37.86,19.94
2025-09-10,D,,P10,36.86,11.28,10,30.11,46.67,16.56
2025-09-11,C,APAC,P02,33.23,27.97,10,30.64,56.66,26.02
2025-09-11,D,AMER,P03,31.44,15.47,12,23.68,46.05,22.37
2025-09-11,A,EMEA,P08,22.85,,12,21.62,34.46,12.84
2025-09-11,A,AMER,P05,96.16,25.95,15,74.75,125.06,50.31
2025-09-11,A,APAC,P08,15.36,16.61,8,8.51,18.81,10.3
2025-09-11,E,EMEA,P05,47.23,42.19,8,28.91,49.21,20.3
2025-09-11,A,EMEA,P10,33.37,14.68,11,16.96,47.73,30.77
2025-09-11,A,APAC,P10,24.58,12.63,9,19.15,33.76,14.61
2025-09-11,A,APAC,P09,74.04,12.83,9,44.95,86.88,41.93
2025-09-11,A,EMEA,P06,35.23,6.11,13,33.86,55.58,21.72
2025-09-11,A,AMER,P09,20.63,22.97,6,19.44,28.83,9.39
2025-09-11,E,APAC,P08,36.58,21.13,14,24.01,43.48,19.47
2025-09-11,C,AMER,P08,35.33,2.86,9,18.89,46.03,27.14
2025-09-11,A,AMER,P05,32.08,18.91,14,30.79,56.94,26.15
2025-09-11,E,APAC,P01,16.6,5.39,13,15.28,36.26,20.98
2025-09-11,B,APAC,P02,30.35,15.52,11,17.74,42.5,24.76
2025-09-11,B,APAC,P07,59.6,3.55,8,44.11,74.47,30.36
2025-09-11,A,APAC,P10,28.63,10.95,13,24.11,49.3,25.19
2025-09-12,B,EMEA,P02,58.15,20.26,9,42.74,68.44,25.7
2025-09-12,A,APAC,P04,55.31,18.68,12,48.71,85.64,36.93
2025-09-12,D,AMER,P04,40.25,26.33,19,32.56,51.27,18.71
2025-09-12,B,EMEA,P10,53.73,4.28,8,42.77,71.2,28.43
2025-09-12,A,EMEA,P10,32.05,13.33,13,28.47,56.77,28.3
2025-09-12,B,EMEA,P07,38.13,9.11,9,36.41,49.83,13.42
2025-09-12,D,EMEA,P10,58.58,25.74,14,43.09,62.12,19.03
2025-09-12,D,EMEA,P10,25.59,17.26,13,23.29,64.02,40.73
2025-09-12,B,EMEA,P08,13.47,5.73,9,13.61,26.87,13.26
2025-09-12,A,EMEA,P04,31.19,1.52,9,23.43,50.4,26.97
2025-09-12,D,APAC,P03,15.59,28.22,14,28.11,49.84,21.73
2025-09-12,C,APAC,P05,25.94,25.2,8,16.43,31.77,15.34
2025-09-12,E,EMEA,P06,23.46,23.37,14,21.24,37.4,16.16
2025-09-12,E,AMER,P02,38.31,14.44,12,26.0,58.82,32.82
2025-09-13,D,EMEA,P01,63.0,13.84,12,51.57,93.76,42.19
2025-09-13,C,AMER,P01,76.95,6.8,10,36.24,89.16,52.92
2025-09-13,D,AMER,P04,50.99,21.42,4,28.89,58.03,29.14
2025-09-13,C,EMEA,P05,55.33,26.55,15,39.39,66.53,27.14
2025-09-13,D,APAC,P08,48.26,7.01,15,36.19,71.03,34.84
2025-09-13,B,AMER,P03,57.35,1.21,11,38.82,74.44,35.62
2025-09-13,D,EMEA,P01,50.23,16.27,10,34.12,68.59,34.47
2025-09-13,D,AMER,P10,47.16,11.37,16,43.42,84.09,40.67
2025-09-13,C,AMER,P03,18.43,26.13,10,16.66,27.27,10.61
2025-09-13,A,EMEA,P08,36.85,11.16,13,21.81,46.29,24.48
2025-09-13,C,EMEA,P07,43.31,20.29,10,31.63,50.03,18.4
2025-09-13,D,APAC,P03,51.03,15.24,12,31.13,74.91,43.78
2025-09-13,A,EMEA,P08,31.56,28.32,11,28.71,57.28,28.57
2025-09-14,D,APAC,P07,19.11,16.61,20,14.14,35.47,21.33
2025-09-14,D,EMEA,P02,53.68,7.84,9,41.27,78.4,37.13
2025-09-14,B,AMER,P03,37.16,,15,39.39,57.85,18.46
2025-09-14,D,EMEA,P06,12.79,53.92,11,18.39,36.08,17.69
2025-09-14,D,APAC,P02,39.56,25.73,12,25.26,45.62,20.36
2025-09-14,B,EMEA,P03,28.43,10.74,9,16.85,35.79,18.94
2025-09-14,D,APAC,P06,29.55,39.65,14,17.39,39.94,22.55
2025-09-14,D,APAC,P07,52.89,26.55,11,36.77,65.02,28.25
2025-09-14,C,APAC,P08,43.45,23.14,16,40.17,70.45,30.28
2025-09-14,D,AMER,P06,31.57,11.46,13,34.41,65.15,30.74
2025-09-14,C,EMEA,P01,22.63,26.54,11,20.16,40.16,20.0
2025-09-14,E,AMER,P04,23.36,21.79,12,24.03,45.35,21.32
2025-09-14,B,APAC,P04,14.26,7.44,8,11.63,34.76,23.13
2025-09-14,A,APAC,P05,17.63,18.17,15,18.94,33.89,14.95
2025-09-14,D,EMEA,P04,42.75,8.93,12,24.3,62.73,38.43
2025-09-15,C,APAC,P08,22.41,6.85,12,21.67,36.89,15.22
2025-09-15,C,EMEA,P09,76.21,23.98,13,51.34,115.97,64.63
2025-09-15,E,APAC,P08,19.74,16.3,9,16.05,28.26,12.21
2025-09-15,D,AMER,P03,41.67,2.53,11,24.3,69.32,45.02
2025-09-15,A,EMEA,P07,29.33,15.47,5,14.15,27.01,12.86
2025-09-15,E,EMEA,P02,97.56,8.21,13,56.2,115.05,58.85
2025-09-15,D,APAC,P02,31.64,17.44,6,25.83,41.96,16.13
2025-09-15,C,AMER,P05,34.8,20.67,13,31.62,53.39,21.77
2025-09-15,D,EMEA,P03,36.6,29.46,8,28.71,47.52,18.81
2025-09-15,B,APAC,P02,54.85,25.43,16,29.18,79.42,50.24
2025-09-16,D,APAC,P05,40.76,12.2,14,23.49,55.92,32.43
2025-09-16,A,EMEA,P08,21.3,17.77,11,17.62,36.83,19.21
2025-09-16,D,EMEA,P10,34.6,26.39,15,27.52,51.67,24.15
2025-09-16,B,EMEA,P07,64.19,13.03,6,39.13,86.39,47.26
2025-09-16,C,AMER,P10,30.96,41.34,12,23.44,53.73,30.29
2025-09-16,B,AMER,P05,56.88,19.01,7,31.39,69.49,38.1
2025-09-16,A,APAC,P03,21.38,12.7,10,19.93,30.38,10.45
2025-09-16,D,AMER,P01,57.74,29.48,6,36.14,80.3,44.16
2025-09-16,C,AMER,P08,31.32,6.43,10,20.84,36.76,15.92
2025-09-16,C,AMER,P01,83.56,14.97,10,52.57,110.66,58.09
2025-09-16,A,AMER,P03,23.14,11.1,19,18.86,31.36,12.5
2025-09-16,B,EMEA,P09,42.88,8.16,13,37.0,73.89,36.89
2025-09-17,B,AMER,P01,21.21,6.35,11,24.12,32.65,8.53
2025-09-17,D,APAC,P02,19.24,16.64,14,20.89,38.3,17.41
2025-09-17,B,EMEA,P03,27.44,20.05,15,29.7,47.56,17.86
2025-09-17,D,APAC,P08,54.51,8.31,12,25.62,62.98,37.36
2025-09-17,D,EMEA,P01,21.15,11.86,7,18.91,25.89,6.98
2025-09-17,A,AMER,P10,47.04,29.15,13,37.27,86.07,48.8
2025-09-17,D,AMER,P07,40.77,5.78,12,35.64,82.45,46.81
2025-09-17,E,APAC,P08,29.5,49.11,14,26.04,45.32,19.28
2025-09-17,D,APAC,P08,26.86,25.7,12,24.25,34.47,10.22
2025-09-17,B,APAC,P10,30.13,15.31,13,20.6,54.29,33.69
2025-09-17,B,EMEA,P09,25.6,20.91,13,22.93,45.23,22.3
2025-09-17,C,APAC,P07,98.51,4.62,14,74.73,139.58,64.85
2025-09-18,D,APAC,P01,6.27,15.66,7,9.43,12.65,3.22
2025-09-18,E,EMEA,P04,42.85,10.26,11,36.81,59.13,22.32
2025-09-18,B,APAC,P06,48.31,15.01,15,25.65,50.32,24.67
2025-09-18,C,EMEA,P04,71.86,15.19,15,41.29,96.59,55.3
2025-09-18,B,AMER,P05,29.71,20.41,19,27.33,47.35,20.02
2025-09-18,B,APAC,P05,53.12,15.77,13,35.12,89.76,54.64
2025-09-18,B,APAC,P02,33.33,15.64,12,22.3,40.42,18.12
2025-09-19,E,AMER,P10,29.89,11.47,15,25.32,44.1,18.78
2025-09-19,A,APAC,P06,63.75,30.55,9,36.76,84.73,47.97
2025-09-19,A,AMER,P09,34.57,50.81,7,19.07,47.23,28.16
2025-09-19,A,EMEA,P09,35.65,4.49,16,41.83,63.51,21.68
2025-09-19,D,AMER,P01,27.79,55.65,14,20.36,40.98,20.62
2025-09-19,C,AMER,P09,80.43,7.72,9,50.82,75.49,24.67
2025-09-19,E,EMEA,P10,24.47,23.93,2,11.77,25.21,13.44
2025-09-19,B,,P09,41.46,7.83,11,41.74,70.04,28.3
2025-09-19,D,EMEA,P03,57.53,26.4,13,31.41,71.46,40.05
2025-09-19,C,AMER,P01,24.86,11.18,11,21.64,38.91,17.27
